Device ID,Response,Response Time
7010000105,Devices added successfully,0.100153
7010000106,Devices added successfully,0.082147
7010000107,Devices added successfully,0.101688
7010000108,Devices added successfully,0.085724
7010000109,Devices added successfully,0.094781
7010000110,Devices added successfully,0.088939
7010000111,Devices added successfully,0.116672
7010000112,Devices added successfully,0.104607
7010000113,Devices added successfully,0.077291
7010000114,Devices added successfully,0.090968
7010000115,Devices added successfully,0.075396
7010000116,Devices added successfully,0.070493
7010000117,Devices added successfully,0.082287
7010000118,Devices added successfully,0.092278
7010000119,Devices added successfully,0.08265
7010000120,Devices added successfully,0.070048
7010000121,Devices added successfully,0.117005
7010000122,Devices added successfully,0.075724
7010000123,Devices added successfully,0.085782
7010000124,Devices added successfully,0.087698
7010000125,Devices added successfully,0.102159
7010000126,Devices added successfully,0.057173
7010000127,Devices added successfully,0.083413
7010000128,Devices added successfully,0.092437
7010000129,Devices added successfully,0.096487
7010000130,Devices added successfully,0.11013
7010000131,Devices added successfully,0.097536
7010000132,Devices added successfully,0.114691
7010000133,Devices added successfully,0.102877
7010000134,Devices added successfully,0.116949
7010000135,Devices added successfully,0.081931
7010000136,Devices added successfully,0.087232
7010000137,Devices added successfully,0.1089
7010000138,Devices added successfully,0.105003
7010000139,Devices added successfully,0.131606
7010000140,Devices added successfully,0.082975
7010000141,Devices added successfully,0.115279
7010000142,Devices added successfully,0.116191
7010000143,Devices added successfully,0.083583
7010000144,Devices added successfully,0.112706
7010000145,Devices added successfully,0.109196
7010000146,Devices added successfully,0.14918
7010000147,Devices added successfully,0.286045
7010000148,Devices added successfully,0.221688
7010000149,Devices added successfully,0.132857
7010000150,Devices added successfully,0.103769
7010000151,Devices added successfully,0.127564
7010000152,Devices added successfully,0.097053
7010000153,Devices added successfully,0.082641
7010000154,Devices added successfully,0.095685
7010000155,Devices added successfully,0.11977
7010000156,Devices added successfully,0.11477
7010000157,Devices added successfully,0.15399
7010000158,Devices added successfully,0.134706
7010000159,Devices added successfully,0.113579
7010000160,Devices added successfully,0.120423
7010000161,Devices added successfully,0.09538
7010000162,Devices added successfully,0.131401
7010000163,Devices added successfully,0.077642
7010000164,Devices added successfully,0.131689
7010000165,Devices added successfully,0.111348
7010000166,Devices added successfully,0.103246
7010000167,Devices added successfully,0.112141
7010000168,Devices added successfully,0.1406
7010000169,Devices added successfully,0.116983
7010000170,Devices added successfully,0.161016
7010000171,Devices added successfully,0.217274
7010000172,Devices added successfully,0.179406
7010000173,Devices added successfully,0.244239
7010000174,Devices added successfully,0.170983
7010000175,Devices added successfully,0.154136
7010000176,Devices added successfully,0.115517
7010000177,Devices added successfully,0.116401
7010000178,Devices added successfully,0.232597
7010000179,Devices added successfully,0.241638
7010000180,Devices added successfully,0.203765
7010000181,Devices added successfully,0.105437
7010000182,Devices added successfully,0.159424
7010000183,Devices added successfully,0.109726
7010000184,Devices added successfully,0.213725
7010000185,Devices added successfully,0.089973
7010000186,Devices added successfully,0.082407
7010000187,Devices added successfully,0.131866
7010000188,Devices added successfully,0.102876
7010000189,Devices added successfully,0.139705
7010000190,Devices added successfully,0.100353
7010000191,Devices added successfully,0.123905
7010000192,Devices added successfully,0.161864
7010000193,Devices added successfully,0.095595
7010000194,Devices added successfully,0.097396
7010000195,Devices added successfully,0.123999
7010000196,Devices added successfully,0.100585
7010000197,Devices added successfully,0.111241
7010000198,Devices added successfully,0.112017
7010000199,Devices added successfully,0.18481
7010000200,Devices added successfully,0.150883
7010000201,Devices added successfully,0.178656
7010000202,Devices added successfully,0.10166
7010000203,Devices added successfully,0.090519
7010000204,Devices added successfully,0.13087
7010000205,Devices added successfully,0.125837
7010000206,Devices added successfully,0.165266
7010000207,Devices added successfully,0.111702
7010000208,Devices added successfully,0.169926
7010000209,Devices added successfully,0.150016
7010000210,Devices added successfully,0.163643
7010000211,Devices added successfully,0.13089
7010000212,Devices added successfully,0.200543
7010000213,Devices added successfully,0.168163
7010000214,Devices added successfully,0.296923
7010000215,Devices added successfully,0.321795
7010000216,Devices added successfully,0.108752
7010000217,Devices added successfully,0.128876
7010000218,Devices added successfully,0.166492
7010000219,Devices added successfully,0.125184
7010000220,Devices added successfully,0.124694
7010000221,Devices added successfully,0.078724
7010000222,Devices added successfully,0.122815
7010000223,Devices added successfully,0.120629
7010000224,Devices added successfully,0.118829
7010000225,Devices added successfully,0.196145
7010000226,Devices added successfully,0.122997
7010000227,Devices added successfully,0.094848
7010000228,Devices added successfully,0.086248
7010000229,Devices added successfully,0.195475
7010000230,Devices added successfully,0.152194
7010000231,Devices added successfully,0.111754
7010000232,Devices added successfully,0.078093
7010000233,Devices added successfully,0.121049
7010000234,Devices added successfully,0.098117
7010000235,Devices added successfully,0.11722
7010000236,Devices added successfully,0.156563
7010000237,Devices added successfully,0.129796
7010000238,Devices added successfully,0.151318
7010000239,Devices added successfully,0.105221
7010000240,Devices added successfully,0.088685
7010000241,Devices added successfully,0.115367
7010000242,Devices added successfully,0.099034
7010000243,Devices added successfully,0.119975
7010000244,Devices added successfully,0.147014
7010000245,Devices added successfully,0.120343
7010000246,Devices added successfully,0.136499
7010000247,Devices added successfully,0.08627
7010000248,Devices added successfully,0.101218
7010000249,Devices added successfully,0.153083
7010000250,Devices added successfully,0.090217
7010000251,Devices added successfully,0.085922
7010000252,Devices added successfully,0.09328
7010000253,Devices added successfully,0.076143
7010000254,Devices added successfully,0.103061
7010000255,Devices added successfully,0.098767
7010000256,Devices added successfully,0.087583
7010000257,Devices added successfully,0.126208
7010000258,Devices added successfully,0.097929
7010000259,Devices added successfully,0.083018
7010000260,Devices added successfully,0.095668
7010000261,Devices added successfully,0.113525
7010000262,Devices added successfully,0.101972
7010000263,Devices added successfully,0.089893
7010000264,Devices added successfully,0.092979
7010000265,Devices added successfully,0.081243
7010000266,Devices added successfully,0.082162
7010000267,Devices added successfully,0.12936
7010000268,Devices added successfully,0.119829
7010000269,Devices added successfully,0.124828
7010000270,Devices added successfully,0.103762
7010000271,Devices added successfully,0.090811
7010000272,Devices added successfully,0.115305
7010000273,Devices added successfully,0.088332
7010000274,Devices added successfully,0.069633
7010000275,Devices added successfully,0.102242
7010000276,Devices added successfully,0.08969
7010000277,Devices added successfully,0.098572
7010000278,Devices added successfully,0.094546
7010000279,Devices added successfully,0.11481
7010000280,Devices added successfully,0.083593
7010000281,Devices added successfully,0.112894
7010000282,Devices added successfully,0.09652
7010000283,Devices added successfully,0.079787
7010000284,Devices added successfully,0.111222
7010000285,Devices added successfully,0.104423
7010000286,Devices added successfully,0.092454
7010000287,Devices added successfully,0.130484
7010000288,Devices added successfully,0.089674
7010000289,Devices added successfully,0.125842
7010000290,Devices added successfully,0.119747
7010000291,Devices added successfully,0.106643
7010000292,Devices added successfully,0.13942
7010000293,Devices added successfully,0.110196
7010000294,Devices added successfully,0.101777
7010000295,Devices added successfully,0.235947
7010000296,Devices added successfully,0.249106
7010000297,Devices added successfully,0.222604
7010000298,Devices added successfully,0.085303
7010000299,Devices added successfully,0.101207
7010000300,Devices added successfully,0.101648
7010000301,Devices added successfully,0.095995
7010000302,Devices added successfully,0.095397
7010000303,Devices added successfully,0.111596
7010000304,Devices added successfully,0.084351
7010000305,Devices added successfully,0.088707
7010000306,Devices added successfully,0.089084
7010000307,Devices added successfully,0.11028
7010000308,Devices added successfully,0.172209
7010000309,Devices added successfully,0.164574
7010000310,Devices added successfully,0.119284
7010000311,Devices added successfully,0.11006
7010000312,Devices added successfully,0.096302
7010000313,Devices added successfully,0.109753
7010000314,Devices added successfully,0.094542
7010000315,Devices added successfully,0.129214
7010000316,Devices added successfully,0.1364
7010000317,Devices added successfully,0.10459
7010000318,Devices added successfully,0.189399
7010000319,Devices added successfully,0.129506
7010000320,Devices added successfully,0.105117
7010000321,Devices added successfully,0.089828
7010000322,Devices added successfully,0.082006
7010000323,Devices added successfully,0.106135
7010000324,Devices added successfully,0.094656
7010000325,Devices added successfully,0.08203
7010000326,Devices added successfully,0.099154
7010000327,Devices added successfully,0.073212
7010000328,Devices added successfully,0.091022
7010000329,Devices added successfully,0.080842
7010000330,Devices added successfully,0.082927
7010000331,Devices added successfully,0.074738
7010000332,Devices added successfully,0.101642
7010000333,Devices added successfully,0.107939
7010000334,Devices added successfully,0.121265
7010000335,Devices added successfully,0.160752
7010000336,Devices added successfully,0.070201
7010000337,Devices added successfully,0.087336
7010000338,Devices added successfully,0.098549
7010000339,Devices added successfully,0.122772
7010000340,Devices added successfully,0.128732
7010000341,Devices added successfully,0.119933
7010000342,Devices added successfully,0.092126
7010000343,Devices added successfully,0.082142
7010000344,Devices added successfully,0.113878
7010000345,Devices added successfully,0.108391
7010000346,Devices added successfully,0.08776
7010000347,Devices added successfully,0.104527
7010000348,Devices added successfully,0.096554
7010000349,Devices added successfully,0.086872
7010000350,Devices added successfully,0.119933
7010000351,Devices added successfully,0.11437
7010000352,Devices added successfully,0.158864
7010000353,Devices added successfully,0.097295
7010000354,Devices added successfully,0.077297
7010000355,Devices added successfully,0.091966
7010000356,Devices added successfully,0.091154
7010000357,Devices added successfully,0.0914
7010000358,Devices added successfully,0.092275
7010000359,Devices added successfully,0.07827
7010000360,Devices added successfully,0.081011
7010000361,Devices added successfully,0.116702
7010000362,Devices added successfully,0.069556
7010000363,Devices added successfully,0.190464
7010000364,Devices added successfully,0.159314
7010000365,Devices added successfully,0.131241
7010000366,Devices added successfully,0.090636
7010000367,Devices added successfully,0.098637
7010000368,Devices added successfully,0.076485
7010000369,Devices added successfully,0.091303
7010000370,Devices added successfully,0.090907
7010000371,Devices added successfully,0.084048
7010000372,Devices added successfully,0.097861
7010000373,Devices added successfully,0.073224
7010000374,Devices added successfully,0.086746
7010000375,Devices added successfully,0.10377
7010000376,Devices added successfully,0.117203
7010000377,Devices added successfully,0.093484
7010000378,Devices added successfully,0.112129
7010000379,Devices added successfully,0.081843
7010000380,Devices added successfully,0.078194
7010000381,Devices added successfully,0.09676
7010000382,Devices added successfully,0.153368
7010000383,Devices added successfully,0.142219
7010000384,Devices added successfully,0.202956
7010000385,Devices added successfully,0.118284
7010000386,Devices added successfully,0.101536
7010000387,Devices added successfully,0.102
7010000388,Devices added successfully,0.095689
7010000389,Devices added successfully,0.080752
7010000390,Devices added successfully,0.082799
7010000391,Devices added successfully,0.10262
7010000392,Devices added successfully,0.101092
7010000393,Devices added successfully,0.071125
7010000394,Devices added successfully,0.08576
7010000395,Devices added successfully,0.084239
7010000396,Devices added successfully,0.083722
7010000397,Devices added successfully,0.074565
7010000398,Devices added successfully,0.107341
7010000399,Devices added successfully,0.08413
7010000400,Devices added successfully,0.084174
7010000401,Devices added successfully,0.152439
7010000402,Devices added successfully,0.114112
7010000403,Devices added successfully,0.18057
7010000404,Devices added successfully,0.166836
7010000405,Devices added successfully,0.103267
7010000406,Devices added successfully,0.075269
7010000407,Devices added successfully,0.088613
7010000408,Devices added successfully,0.105156
7010000409,Devices added successfully,0.080884
7010000410,Devices added successfully,0.073405
7010000411,Devices added successfully,0.094786
7010000412,Devices added successfully,0.076413
7010000413,Devices added successfully,0.097972
7010000414,Devices added successfully,0.105215
7010000415,Devices added successfully,0.094188
7010000416,Devices added successfully,0.109628
7010000417,Devices added successfully,0.1033
7010000418,Devices added successfully,0.103056
7010000419,Devices added successfully,0.089367
7010000420,Devices added successfully,0.103614
7010000421,Devices added successfully,0.121978
7010000422,Devices added successfully,0.073387
7010000423,Devices added successfully,0.0945
7010000424,Devices added successfully,0.086984
7010000425,Devices added successfully,0.080611
7010000426,Devices added successfully,0.093921
7010000427,Devices added successfully,0.126761
7010000428,Devices added successfully,0.116868
7010000429,Devices added successfully,0.108809
7010000430,Devices added successfully,0.09418
7010000431,Devices added successfully,0.090813
7010000432,Devices added successfully,0.086082
7010000433,Devices added successfully,0.119607
7010000434,Devices added successfully,0.190848
7010000435,Devices added successfully,0.129433
7010000436,Devices added successfully,0.083799
7010000437,Devices added successfully,0.103871
7010000438,Devices added successfully,0.097921
7010000439,Devices added successfully,0.075354
7010000440,Devices added successfully,0.112923
7010000441,Devices added successfully,0.09505
7010000442,Devices added successfully,0.090841
7010000443,Devices added successfully,0.146305
7010000444,Devices added successfully,0.098358
7010000445,Devices added successfully,0.127123
7010000446,Devices added successfully,0.110782
7010000447,Devices added successfully,0.099572
7010000448,Devices added successfully,0.123865
7010000449,Devices added successfully,0.123318
7010000450,Devices added successfully,0.163752
7010000451,Devices added successfully,0.105526
7010000452,Devices added successfully,0.070916
7010000453,Devices added successfully,0.089015
7010000454,Devices added successfully,0.089574
7010000455,Devices added successfully,0.09157
7010000456,Devices added successfully,0.098601
7010000457,Devices added successfully,0.096925
7010000458,Devices added successfully,0.101953
7010000459,Devices added successfully,0.171308
7010000460,Devices added successfully,0.10242
7010000461,Devices added successfully,0.132588
7010000462,Devices added successfully,0.190806
7010000463,Devices added successfully,0.142967
7010000464,Devices added successfully,0.115875
7010000465,Devices added successfully,0.102976
7010000466,Devices added successfully,0.138648
7010000467,Devices added successfully,0.095981
7010000468,Devices added successfully,0.16649
7010000469,Devices added successfully,0.304919
7010000470,Devices added successfully,0.111324
7010000471,Devices added successfully,0.097145
7010000472,Devices added successfully,0.170771
7010000473,Devices added successfully,0.162984
7010000474,Devices added successfully,0.097233
7010000475,Devices added successfully,0.107232
7010000476,Devices added successfully,0.116674
7010000477,Devices added successfully,0.178028
7010000478,Devices added successfully,0.344652
7010000479,Devices added successfully,0.130386
7010000480,Devices added successfully,0.071441
7010000481,Devices added successfully,0.098854
7010000482,Devices added successfully,0.118294
7010000483,Devices added successfully,0.078593
7010000484,Devices added successfully,0.086999
7010000485,Devices added successfully,0.111677
7010000486,Devices added successfully,0.10418
7010000487,Devices added successfully,0.075938
7010000488,Devices added successfully,0.086192
7010000489,Devices added successfully,0.174639
7010000490,Devices added successfully,0.169655
7010000491,Devices added successfully,0.098949
7010000492,Devices added successfully,0.100657
7010000493,Devices added successfully,0.159959
7010000494,Devices added successfully,0.077926
7010000495,Devices added successfully,0.096965
7010000496,Devices added successfully,0.07525
7010000497,Devices added successfully,0.110524
7010000498,Devices added successfully,0.12168
7010000499,Devices added successfully,0.084335
7010000500,Devices added successfully,0.06683
7010000501,Devices added successfully,0.132068
7010000502,Devices added successfully,0.082227
7010000503,Devices added successfully,0.071665
7010000504,Devices added successfully,0.088012
7010000505,Devices added successfully,0.076202
7010000506,Devices added successfully,0.071544
7010000507,Devices added successfully,0.070467
7010000508,Devices added successfully,0.085752
7010000509,Devices added successfully,0.088532
7010000510,Devices added successfully,0.08655
7010000511,Devices added successfully,0.173748
7010000512,Devices added successfully,0.087967
7010000513,Devices added successfully,0.099287
7010000514,Devices added successfully,0.076694
7010000515,Devices added successfully,0.077854
7010000516,Devices added successfully,0.102602
7010000517,Devices added successfully,0.066404
7010000518,Devices added successfully,0.07763
